Country,Story,Themes,Cluster,Title
United States,"''My name is Katarzyna and I am 22 years old. I study cultural anthropology 
and ethnology at the university. I work at the museum and I am activist in several queer 
NGOs and students organizations advocating for the rights of queer people. I live with 
my pa rents, grandmother, sisters, 2 dogs. I have a house with a garden, I own my car 
and have a driving -license.  
The pandemic has affected us to a very great extent. My whole family had covid. And 
one of my grandmothers died because of it. It was traumatic experience, very 
unexpected. It was also a time of social fears, connected with president election and 
LGBTQA id eology campaign which was full of hate towards queer people. And the time 
of being lock downed. A lot of my development possibilities were taken from me. 
Pandemic, lockdown and president election campaign altogether have raised my level 
of frustration. I c ouldn''t properly work, study, was forced to stay at home. So I decided 
to be active in other spheres of my life. I have chosen LGBTQA organizations. Due to a 
low quality of my studies I was able to be active member of several organizations of this 
type. We  received mails from our teachers with tasks and assignments. It took me a lot 
of time. I also missed meeting my peers. Pandemic has change my life in a sense that it 
has broken up my life rhythm '' studies, internship, work and included engaging values 
in my actions. I think the death of my grandmother had meaningful impact on 
radicalization of my opinions and attitudes. I don''t want to speak with Covid -sceptics. I 
believe acting is the most important. My family accepts and supports me fully. But I am 
not contacting my other relatives, because they were sceptic about covid pandemic. 
Pandemic was hard for me when I couldn''t meet with my friends and people  I do projects 
with. I was all the time closed in my house and frustrated about not being able to 
properly study or change anything. And this resulted in worsening my mental condition. 
I didn''t have anyone to talk to about this. I had problems with concent ration because of 
everything being in one place '' online - and my work performance was not very 
productive. My younger sister gave me some support, talked to me several times. But it 
is not same when you meet with people you organize events, etc. Having a garden was 
nice during the pandemic '' we could rest there, walk dogs. Covid was very severe for 
my father. He has side -effects and does not work until now. It affected my attitude. My 
mom only works, we try to save money. The uncertainty connected with his  health status 
motivates me to already considering finding a job after studies. Previously I was saving 
for my own and now I would do it for our family. We are having lower income, but it 
wasn''t destructive for our family.  
Remote teaching is very destructive for social relations. Body language is important in 
communication. Sending emails was very weird because they were strict and fully 
 
 
   361 
 
informative. No relations, no emotions, pure drama. Relations with peers have got better 
when we were allowed to study on site. Pandemic has not affected my economic 
situation very badly. Due to lockdown and remote learning I didn''t have to rent an 
apartment in the city and didn''t commute to the university. So I had some savings which 
I used t o buy myself several times better internet connection and a new computer 
camera.  
I was also infected with Covid . After this I had problems with concentration, talking. My 
physical condition has also worsen. I didn''t have any health support during my illness. I 
called doctor but they provide me with nothing. They treated my grandmother similarly 
when she went to the  hospital. She wasn''t attached to a life -support machine. They gave 
her oxygen from time to time. And that was it. Doctors said to us that giving her a 
ventilator is pointless because it can be used by some younger patient and  because she 
is prone to death. We couldn''t visit her. We got information on her health condition. And 
that was okey, but contacting her was also hard because we had to ask nurses to help us 
and pass her the phone so we can talk a bit.   
I support obligatory vaccination. I am vaccinated as well. One of organization I work 
organize an event. And we are limiting it to people who has covid passport. Of course, I 
am open to developing a new solutions for people who can''t be vaccinated for some  
health reasons but now it is that way that only vaccinated people can attend it. But here 
in Poland I don''t feel any difference considering being or not vaccinated. When I went 
abroad I could feel it. Abroad, it is required to show certificate if you want  to go to a 
restaurant, theatre , airport, etc. In Poland I wasn''t checked at all. '''","['Education', 'Healthcare']",0,I was all the time closed in
United States,"''My name is Katarzyna and I am 22 years old. I study cultural anthropology 
and ethnology at the university. I work at the museum and I am activist in several queer 
NGOs and students organizations advocating for the rights of queer people. I live with 
my pa rents, grandmother, sisters, 2 dogs. I have a house with a garden, I own my car 
and have a driving -license.  
The pandemic has affected us to a very great extent. My whole family had covid. And 
one of my grandmothers died because of it. It was traumatic experience, very 
unexpected. It was also a time of social fears, connected with president election and 
LGBTQA id eology campaign which was full of hate towards queer people. And the time 
of being lock downed. A lot of my development possibilities were taken from me. 
Pandemic, lockdown and president election campaign altogether have raised my level 
of frustration. I c ouldn''t properly work, study, was forced to stay at home. So I decided 
to be active in other spheres of my life. I have chosen LGBTQA organizations. Due to a 
low quality of my studies I was able to be active member of several organizations of this 
type. We  received mails from our teachers with tasks and assignments. It took me a lot 
of time. I also missed meeting my peers. Pandemic has change my life in a sense that it 
has broken up my life rhythm '' studies, internship, work and included engaging values 
in my actions. I think the death of my grandmother had meaningful impact on 
radicalization of my opinions and attitudes. I don''t want to speak with Covid -sceptics. I 
believe acting is the most important. My family accepts and supports me fully. But I am 
not contacting my other relatives, because they were sceptic about covid pandemic. 
Pandemic was hard for me when I couldn''t meet with my friends and people  I do projects 
with. I was all the time closed in my house and frustrated about not being able to 
properly study or change anything. And this resulted in worsening my mental condition. 
I didn''t have anyone to talk to about this. I had problems with concent ration because of 
everything being in one place '' online - and my work performance was not very 
productive. My younger sister gave me some support, talked to me several times. But it 
is not same when you meet with people you organize events, etc. Having a garden was 
nice during the pandemic '' we could rest there, walk dogs. Covid was very severe for 
my father. He has side -effects and does not work until now. It affected my attitude. My 
mom only works, we try to save money. The uncertainty connected with his  health status 
motivates me to already considering finding a job after studies. Previously I was saving 
for my own and now I would do it for our family. We are having lower income, but it 
wasn''t destructive for our family.  
Remote teaching is very destructive for social relations. Body language is important in 
communication. Sending emails was very weird because they were strict and fully 
 
 
   361 
 
informative. No relations, no emotions, pure drama. Relations with peers have got better 
when we were allowed to study on site. Pandemic has not affected my economic 
situation very badly. Due to lockdown and remote learning I didn''t have to rent an 
apartment in the city and didn''t commute to the university. So I had some savings which 
I used t o buy myself several times better internet connection and a new computer 
camera.  
I was also infected with Covid . After this I had problems with concentration, talking. My 
physical condition has also worsen. I didn''t have any health support during my illness. I 
called doctor but they provide me with nothing. They treated my grandmother similarly 
when she went to the  hospital. She wasn''t attached to a life -support machine. They gave 
her oxygen from time to time. And that was it. Doctors said to us that giving her a 
ventilator is pointless because it can be used by some younger patient and  because she 
is prone to death. We couldn''t visit her. We got information on her health condition. And 
that was okey, but contacting her was also hard because we had to ask nurses to help us 
and pass her the phone so we can talk a bit.   
I support obligatory vaccination. I am vaccinated as well. One of organization I work 
organize an event. And we are limiting it to people who has covid passport. Of course, I 
am open to developing a new solutions for people who can''t be vaccinated for some  
health reasons but now it is that way that only vaccinated people can attend it. But here 
in Poland I don''t feel any difference considering being or not vaccinated. When I went 
abroad I could feel it. Abroad, it is required to show certificate if you want  to go to a 
restaurant, theatre , airport, etc. In Poland I wasn''t checked at all. '''","['Education', 'Healthcare']",0,I was all the time closed in
Poland,"''My name is Alicja and I am 45 years old. I live in a city in the north of Poland , 
with female partner and my 14 years old son. My son was diagnosed with Asperger''s 
Syndrome. I am full time activist. I work in LGBTQ NGO. My income consists of my son''s 
allowance.  
I consider worsening my mental condition as a main effect of the pandemic''s lockdown. 
In December 2019 I was diagnosed with depression, in March 2020 the pandemic 
started and, even though I was taking drugs, my well -being has worsened . It is 
connected to being isolated from people. I am extraverted person and I need social 
contacts to live. Moreover, at the beginning of the pandemic I was living with my son and 
two trans people who were in homelessness crisis. One had dissociative diso rder, the 
other had depression and alcohol problem. We were four mentally ill people on 56 
square meters, in my apartment. We were all pulling each other down. I was single then 
and I didn''t have anyone to talk to. Because of the lockdown my all activities  had to be 
suspended. We tried to do some meetings of support groups online but it didn''t work. 
Less and less people were attending them. I was also making a movie when the 
pandemic started. At the beginning of April 2020,  I should have shot some scenes for 
the movie but because of the governmental restrictions we were able to come back to 
the movie one year later. And then, last year (2021), I was already preoccupied mentally 
with new projects. Lockdown meant closing of sc hools and my son was at home. He h as 
a lot of energy, constantly talks about something. So focusing on intellectual work with 
him was very hard. He didn''t have online classes, because he attends a democratic 
school and they didn''t provide pupils with online teaching. It lasted 3 months. Be cause 
we live at the attic we could explore our roof and other roofs of our building. We couldn''t 
go out because of the governmental restrictions on free movement, also my son felt 
uncomfortable wearing a mask. So we started going to the roof. Our neighbor s were 
making comments on that. Pandemic has also changed my whole life as an activist. I was 
in constant move, going to equality marches or organizing them. I was also very active 
socially, meet my friends, party with them. And now it is all gone. I don''t  feel this need to 
meet them, party anymore. I was tired. And until now I haven''t come back to that life. 
 
 
      
 
One of my friends came to live a while with me, because he had online learning. We 
watched a lot of Netflix series. Later my son came back to school, in a rotation mode. It 
was good because there was a big garden and a fountain made especially for him. 
Because of the hygienic restrictions all fountains in the city were closed which upset  my 
son very much. At that time I was very depressed. I even had thoughts to become vaccine 
tester so either I die or I benefit mankind and the pandemic ends faster. I wante d to 
come back to normal life. We didn''t organize any equality march in 2020. But we 
organized the Abortion March, here in Szczecin, in October 2021. Considering fears of 
loosing a job or income, I didn''t have them. My son''s father lost his income as an ar tist. 
But we managed. We had a lot of food supplies at home.  
Regarding my work in NGOs and with queer youth the period of the pandemic was ''not 
cool at all''. According to restrictions on free movement and total lockdown queer people 
were trapped in their houses either with violent parents or not accepting them for w ho 
they are. This queer youth didn''t have a chance to meet their partners. Online support 
groups didn''t work out because of this situation. It was hard for those people to talk with 
somebody about their problems when their parents would hear everything fro m the 
other room. Pandemic has also destroyed our volunteers'' network. Without social 
contacts and engagement in actions we lost almost all of the volunteers.  But the queer 
youth suffered the most. We have noticed an increase in the number of suicides in 2021 
and in needs for psychological support. Being closed at home, having no privacy and 
reluctance of some psychotherapists to work online have diminished our ability to act in 
this field. In June 2020 we started meeting people in need on my roof. Of cour se, only 
some of the people from our previously formed support group were able to come, some 
were not allowed by parents. Some youth were kicked out of the house or run away. One 
boy lived with me for a week. Other person lived with me for 10 months. It wa s a trans 
person who was not accepted by parents. I also fed this person. I also opened my doors 
to another person, underage, who finally was taken away from me by they mother.   
My son didn''t want to go out because of the obligation to cover mouth and nose. But 
always somebody was at home when I had to leave so he never stayed alone. The 
pandemic had also other side -effects on my son. My son asked me about different things 
concern ing the pandemic. But after some time my son started meeting his grandmother 
who said him the opposite things. For him it was very stressful that two important persons 
in his life talk different things on the same topic. He called this state '''confusion ''. Once 
he said that the most problematic in the pandemic was not seeing his father for a longer 
period, ''confusion'', lack of working fountains in the city, obligation to wear a mask and 
no school.       
 I am vaccinated. I took three doses. My son and partner as well. I trust science. Travelling, 
which is very important part of my and my son''s life, is easier when having a Covid -
passport. '''","['Domestic', 'Education']",0,"depression, in March 2020 the pandemic started"
United States,"''My name is Julia and I am 46-years -old women, teacher of math and director 
of the elementary school. I have a husband and two daughters '' 22 and 16 years old.  
The pandemic has for sure impacted my health. Due to the fact that I have a thrombosis 
I couldn't get vaccinated at the same date in February 2021 as other teachers, but I had 
to wait for a specific vaccine. Then, in May when I could done it I have to wait  my turn. 
This long waiting caused my fear of being infected. And then what? I am among 600 
other people '' pupils and staff. I was scared the most about the kids. That was stressful 
situation. Of course, we had to stick to the Ministerial restrictions of m easuring body 
temperature, cleaning hands, wearing masks but it is not all so simple to do in school. 
Different situations happen and then you don''t think about cleaning your hands or 
putting a mask on your mouth. Moreover, wearing a mask all the time is v ery tiring.  
Considering my professional life I would say that our school wasn''t prepared for such a 
big change '' online teaching. It was a surprise for us. We lacked computer equipment 
 
 
      
 
and online platform we could use to perform classes. Lack of equipment was the biggest 
problem especially from March 2020 to June 2020. But I was in school - as its director - 
quite often and therefor I had a possibility to get infected by the virus. And it happened. 
In November 2020 I had a coronavirus. My thrombosis didn''t help here. I was  feeling 
very weak, couldn''t eat, just drink. That fatal state lasted for 2 or 3 days. But when I 
recovered few days later I get back to work right away. There were thin gs that couldn''t 
wait longer. In my home we all had coronavirus. My husband had a serious cough and 
our daughter had flu -like symptoms. In 2021 I get vaccinated. I was very happy that finally 
I could do it. Comparing 2020 and 2021 I must say that in 2020 m ore adults/teachers 
and staff were infected by the virus, but when this trend was opposite in 2021 I was happy 
I could be vaccinated as soon as possible. I put a lot of effort into organizing distance 
and stationary learning. It was logistically hard, espe cially when we were obliged to 
change the hours of functioning of some of school''s departments (for instance library) 
or services (meals for pupils). I consider year 2021 better or different comparing to 2020. 
As I said I could be vaccinated, adults and ki ds that were sick with the virus gained natural 
immunity so for instance teachers were more available. I didn''t force anyone to get 
vaccinated, it was everyone''s individual decision. Due to the governmental hygienic 
restrictions we were obliged to change s chool regulations, change of working hours of 
our departments. Because of that we had a lot of paperwork. Everyone at our school is 
obliged to wear a mask. But there are few exceptions like children with Asperger''s 
Syndrome and some children who due to som e chronic diseases can''t wear it. Of course 
there are also children whose parents do not believe in the virus. Sometimes we had to 
argue with them. Masks cause a lot of misunderstandings. I can also see the change in 
people''s behavior. They are now more ne rvous and stressed than before the pandemic. 
They have more fears and are more careful.  
When it comes to pupils and remote learning I would say distance learning gave them a 
hard time. For some children the whole situation with online teaching was stressful. They 
didn''t want to turn on their cameras or take part in the lessons. We have childr en who 
logged in to the system but we couldn''t be sure if they were there if they didn''t speak at 
all or show their faces. Other children turned off their cameras, lied about problems with 
computer equipment '' camera or microphone '' to not attend online cl asses. It means 
that we need to spend now more time to see if we taught them what we wanted. We 
have to check if remote learning brought effects. The other aspect I see as a 
consequence of the closure of school due to the pandemic is that kids has also cha nged. 
They need peers in daily life to develop properly. After summer break in the first year of 
the pandemic we organized some integration events for our pupils so they could get 
used to each other and ease themselves from computers, especially when we di dn''t 
know what will happen next '' remote classes again or stationary learning. I can see that 
remote learning affects children not only physically '' they are more tired '' but also affects 
their knowledge and acquired skills. They have also become more mali gnant towards 
each other. They learned how to hurt somebody by using computer. School''s 
psychologist and pedagogist all the time have new reports from parents with their 
children problems. They ask them for help. Their children start having depression. We 
already have few pupils who due to depression have individual teaching and started 
psychotherapy. When it comes to teaching platform and computer equipment due to 
 
 
   373 
 
the lack of both of them, when government closed schools we firstly contacted pupils 
and parents by electronic diary. We sent them explanation of the material and some 
homework to do. We also dedicated a lot of time for consultations '' in groups and 
individual '' so we were sure that our pupils get proper knowledge. Of course due to 
differe nt life circumstances '' sickness of a teacher or some pupils '' it took much more 
time than anticipated. Considering school''s computer equipment, as I mentioned we 
lacked i t. We took part in governmental project ''Digital School'' twice. Received laptops 
and tablets were used by both '' children and teachers. When parents report a need of a 
computer we signed with them an agreement. But we didn''t have enough computers for 
all c hildren. There were families with four children and only one computer. How they 
were supposed to learn something if they didn''t have their own tools for learning? I put 
also a lot of effort in organizing trainings for teachers, pupils and parents to famili arize 
them with learning platform and other tools we use in teaching process. In October 2020 
everyone was ready for remote learning/teaching.  
We can''t forgot about children with special educational needs. We have 43 of them in 
our school. They have a right to remote learning provided in school. That meant also a 
necessity of having laptops and teachers on site. Classes for some of those pupil ha s to 
be shortened to 30 minutes. Teachers also had to replace each other because some of 
them were sick, some have contract for only 20 hours of supporting the learning process 
a week. As I mentioned before it was hard logistically to manage. Of course we also had 
children whose parents didn''t have proper condition for their child to learn from home. 
Then we accepted that child and we also had to organize care and place for them. 
Sometimes there were situations when one teacher look after them in different 
classrooms.  
Getting back to my infection with coronavirus and my work. I didn''t have time to rest 
after the illness. I had to get back to work. Firstly, for a first two days after my sick leave I 
worked from home, then prepared myself during the weekend for working on  site and 
get back to it very fast. I must say that after one and a half year of being infected I have 
not yet recovered fully. I feel different and more stressed now. As an effect of 
governmental restrictions we had a lot of paperwork. We had to change a lot of internal 
regulations, prepare and sing agreements with parents for computer equipment rental. 
We were obliged to check people''s body temperature, make lists of people who entered 
the building. Papers and papers. A lot of data to be properly archived .  
I forgot to mention that internet access was also problematic. We had this problem as a 
school. When much more people work online then everything works slower or stops 
working. But it was more problematic for families. They had radio internet or with data 
limit. Sometimes it caused situations that children couldn''t attend classes because they 
didn''t have internet access at home. Now I can see that it has changed. Parents use their 
''500+'' child benefit to buy computer equipment to their children or upgrade t heir 
internet connection. ''","['Education', 'Domestic']",3,"I was feeling very weak, couldn''t eat,"
United States,"I live in a small village in the inner country , I''m married and mother of two. I 
own a mini market in the village. My major memory of the beginning of the pandemic 
was of the fear. Of people around me and also myself. Fear of the unknown. Me and my 
husband never went home. I needed to keep the shop op en, it was na essential activity. 
My husband also needed to maintain  working but the was able to combine online 
working with in presence working at the company. He is the manager being responsible 
for a lot of processes,  so it was important that he went there every day. The company 
never closed. I remember  so well of people being afraid of everything. Washing all and 
afraid of touching, afraid of being close to other people. At my shop was complicated, I 
changed all the procedures. During the first confinement I had a big raise in the number 
of costumers. A  lot of people coming and saying that they felt safer  in buying in a small 
shop than in the bigger supermarkets. I already had an informal delivery service for older 
people or people with mobility problems in the village. But during the first confi nement 
the request for home delivery raised tremendously. I suddenly had new clients from 
outside the village, even from the cities, that wanted me to take the products to their 
home. People were very stressed. And still are, I believe. People sometimes don'' t 
understand the rules imposed by the health authorities and get upset for some of the 
rules, for example not touching some products and therefore not bei ng able to choose 
what the pieces they want. I also had some problems with people wanting to enter in the 
shop and even entering despite the rule fixed at the door of a limited number of clients 
inside the shop. It''s been tiring dealing with all this. With  my family the worst part was 
with kids and the schooling. My son was in primary school and had home schooling but 
my small girl was at the pre school and still is so she stayed home without any kind of 
activity. And I couldn''t stay with them. None of us a sked for the family assistance license, 
we couldn''t. What we did was to adapt our schedules to provide them support the 
maximum that we could. My husband went to work much earlier in the morning when I 
was still home. Then he returned at 10 am and stayed w orking online until lunch time, 
when I close the shop and come home until 4 pm. During that period I did a longer luch 
break, ususally I open at 3.30 pm but during the confinement periods I only opened after 
4 pm, people knew because I put a lettering in t he door. Also people did not come so 
often, they tended to do shopping less then they did before the pandemic. My husband 
tryed to return home as soon as he could but sometimes my kids needed to stay a little 
bit alone. Also my father lives next doo so he took a look on them. But it wew difficult 
times because usually they were here in the shop with me at the end of the afternoon 
and in that time they couldn''t. Finantially we had no problems. As I told before, the 
pandemic even made me sell more, especially  in the first phase. In 2021 the sales were 
more close to what it was before. So we didn't suffered Money dificulties due to the 
pandemic. And as we never went home, we didn''t had the isolation effect some people 
told me they were having. The old people th at come to the shop suffered much. They 
 
 
   376 
 
were afraid of dying and were home alone without anyone to talk to. Coming to the shop 
and meeting neighboors is very important to them, my shop is a little a meeting point 
here in the village. I also like talking to them, mostly the old ladies, listening to their 
problems and so.","['Domestic', 'Workplace']",1,Also my father lives next doo so
Canada,"I am Victor, I''m 61 years old and I''m a single man with an innate physical 
handicap. When the pandemic started I was living in Lisbon in my flat and was 
unemployed.  I decided to come to my home village because I didn''t felt safe at Lisbon 
moving by public  transports and living in a flat. Here I have my car and I live in a house 
with space outside and have a small garden.  At the begi nning I came just for a while but 
then the pandemic didn''t pass and now I am living here for 2 years now. I''m starting to 
consider the idea  of selling or renting my flat at Lisbon now. The pandemic made my 
totally change my life. In Lisbon I had several friends and was considering joining a 
biological agriculture project. At weekends I used to go to the cinema or theatre. Now I 
live a very di fferent life in the village. I also have a lot of friends here but their interests 
are very different from mine and due to the pandemics I spent much more time at home. 
I dedicate a lot of time to my garden, to cultivating the land and cookin g. All my siblings  
are emigrated in Canada. Since the pandemic they haven''t visit anymore, we just talk by 
phone and internet. I like living here but I miss part of the lifestyle I had in Lisbon. Here 
everybody  knows each other and being a single man I can''t go out often with the same 
woman friends without starting rumours  that we are dating. At the same time most of my 
woman friends who are alone are too occupied with their kids. So I have less company 
here to go for a walk. And  there is scarce cultural of fer. But to go back to Lisbon its no 
option to me until it is considered completely safe in terms of health. Now I am waiting 
to see how things evolute. There are a lot of plans I had to this decade of my life, things 
that I do now or I won''t do any longer like getting a caravan and travel. If the pandemics 
continues I need to decide what to do with my life.","['Public Space', 'Identity']",0,I am waiting to see how things
United States,"I am a 45 years old married woman, mother of 2 girls. I live in a medium  size 
city in the coast, near Lisbon. I have a degree in environmental engineering but I have 
worked in several jobs until now, most of them not connected with the area. When the 
pandemic started I first did not believe  in it. I was joking with my husband who was 
following the situation since the end of 2019, saying he was sort of paranoic. Then 
suddenly it became absolutely notorious everything was quite serious and concerni ng. 
Still I must say that 2020 was not a bad year for us as a family. During confinement we 
even had a great time together . Both me and my husband were able to adapt to online 
working but as commercials with several companies closing we had much less work to 
do. Less work and no concerns of loosing income, we had much more time for our girls 
so we did a lot of things together  at home like cooking, playing, having fun together  We 
talked about things we never had time before. In my building we are just 5 fami lies living 
there and one has a supermarket so we organized as a group to do shopping lists and 
this couple brought the groceries  to each flat. IN the second confinement this didn''t 
happened. I believe that in the first confinement  people were solida l and showed their  
best. In the second people were very tired and was completely different. The worst part 
was social life and social distanciation from people. I do believe it is a terrible thing and 
presently from my point of view there is no reason at all for maintaining this kind of rules. 
I have a very close relation with my parents and my two sisters. Also with my partner 
mother and his sister. So it was very difficult to being apart. That first Christmas, we 
stayed a part and it was terrible. The last one we didn''t sta yed, we were together  And 
you know the thing was in the Christmas of 2020 we stayed apart and were afraid that 
the kids could infect my parents. All the 3 of us, me and my sisters were afraid of this. 
Then in January 2021 we wanted that the kids saw their grandparents so we vi sited them. 
My father was already infected but he didn''t knew so all of us got Covid. It was bad 
because all of us had symptoms but my father and my mother got worse and my father 
was intubated. It was terrible those days, without know ing how he was, without seeing 
him. And then later that year I got sick. Iwas already sick, with symptoms long time ago 
but I didn''t pay attention. IN 2021 things got real worse and I ended up in hospital, doing 
two operations in two days and in the second  I really thought I was going to die, I was so 
weak. The pandemic worsen everything. Not in terms of attendance from doctors, when 
I was attended it was quite good. But exams took longer and then when I was in the 
hospital not being allowed to see anybody was terrible. I could only thing '''I''m going to 
die, what is going to happen to my daughters?'' My partner one day said in the hospital: 
Do whatever you like but I won''t leave here today without seeing my wife. Ans he saw 
me and it was really  important to see him. Then all the time after coming home, it was a 
long recovery process, during that time I thought a lor about life. I changed job. I moved 
to a new job where I have more time to me and my family.",['Domestic'],0,I was joking with my husband who
United States,"''My name is Paula, I''m  69 years old and I am retired since long time. I live in 
a medium size city in the coast close to Lisbon. have a chronic disease which got worse 
during this pandemic period. Presently I live with my husband, my mother -in-law who is 
in her nineties and our dog.  
The pandemic brought fear and distance to our li ves. It was very disturbing knowing that 
a lot of people were dying and knowing people that died. At the same time being afraid 
of situations w here people don''t take care and living in a big building  with a lot of joint 
owners, being obliged to meet a lot of people daily. I am administrator of the 
condominium  and recently I had to call the attention of one person that keeps not using 
the mask inside the building and in the elevators which upsets the others. We have in 
the building a lady who lost both her husba nd and son in law for the Covid, for her is 
being very difficult to overcome it and crossing with someone that doesn't respect the 
rules is very disturbing. In January 2021 before vaccination me and all people at my 
home got Covid. We also conta minated the family of my older daughter. Me and my 
husband got worst, my m mother -in-lawwas asymptomatic . I had terrible diarreha for two 
weeks. My husband went to the hospital as he was with lack of oxygen. I stayed here at 
home for 2 weeks, very sick, without talkin g with him because when he was i intubated, he 
was unconscious  and having to care for my m mother -in-lawdespite having no forces. It 
was really difficult , my support was my younger daughter who came several times a day 
bringing supplies and leaving it at the entrance and walking the dog. Thanks to her I 
never needed to ask for more help. It was terrible feeling so sick and concerned with him 
and still havi ng to make the meals to my m mother -in-law She was fine but she is not used 
to do nothing. She lives with u s for 9 years now and she doesn't help with the house, she 
behaves like a visit. And during that period was the same.  
One other thing that upset me much with Covid was missing my granddaughters from 
my older daughters. Usually they stay here after school while their parents are working. 
One of them, the older even has lunch here everyday because she attends the school of 
the neighbourhood . In the confinement periods I missed very much them. We are a very 
close family, us with our three daughters, their partners and all the grandchildren. Being 
away from them and not being able to help my daughters with their daily needs wa s very 
difficult. Then when my older daughter got sick (not Covid) and need to be operated 
and suffered life risk, all the dista ncing  rules were really difficult and made us suffer very 
much. She was unconscious so we couldn't speak to her. Fortunately  that we knew 
someone working at the hospital as a nurse so we got more information that is usual.  
Now that we are vaccinated I feel more safe. But I keep staying much at home. Actually I 
already was a very homely person before Covid. I feel good at my home, I don''t 
understand why people go out just to shop windows or to show themselves. It is true 
that for my health I should walk  more. But walking causes me pain so all this together  
 
 
   383 
 
plus Covid I prefer staying home.","['Domestic', 'Healthcare']",0,of the condominium and recently I had
Brazil,"''I''m a 19 years old student. I used to live in Brazil but we moved to Portugal 
in December 2020 for several reasons and also due to Covid. I live with my parents and 
my 13 years old brother at a small city in the inner country.  When the pandemic started 
I was beginning my second year of high school and I was enjoying much. I attended a 
Waldorf school so each year has a different structure. The second year of high school is 
the more reflexive. I was enjoying  much all the disciplines, specially the artistic on es. I 
was learning how to cut the rock. The in the 15th of March the schools closed all and we 
came home. I never returned to school again while at Brazil. Schools didn''t reopened 
more. I had classes online. We were afraid in that time, when my father went  to the 
supermarket it seemed like a war I remember  he returning and taking all his cloth, it was 
impressive. All that environment plus being always at home  made me feel depressed, it 
was quite difficult to be always home. Then in December we emigrate to P ortugal. When 
my parents told me we were coming here for this region and will live in a small city at 
first I was upset. I couldn''t see me living in a small place, I considered myself a big city 
person. But After all  I enjoyed very much and now I don''t see me living in Brazil again. 
When we arrived is was almost Christmas vacations at school so I only went to school in 
January 2021. I attended school in presence for 3 weeks and then all closed again. I 
immediately  liked the school, the teachers and the clas s. So it was bad coming home. 
But contrary to what have happened in Brazil here online classes were very good. 
Comparing the two periods, I think that my school at Brazil in 2020 wasn''t able to adapt 
weel and this school here was much better doing it in 20 21. Besides having the classes 
with the rest of my class, I had extra classes with the teachers, Support classes just for 
myself to help my integration. Also my colleagues  were worried with me and started to 
send me messages, knowing that I didn''t knew any one. I now have very close friends in 
my class, I''m quite happy. Three other girls started to discuss the contents with me and 
we formed a study group still while in online school. This  year is running smoothly. I feel 
very adapted, I had the Covid vaccin e and I feel that things are almost normal now, 
except for the masks that are quite a nnoying. I believe the health measures that the 
Portuguese State has taken were quite adequate. It might have been an exaggeration  to 
reopen the nightclubs so early. But n ow I believe that the right measures are being taken.","['Education', 'Domestic']",4,"I feel very adapted, I had the"
United States,"''I am a 49 -year -old divorced woman with two teenage children. I used to 
have a small distribution business with my husband. I was very active, I only stayed home 
when I gave birth to my children and a couple of months afterward. The business had 
me spend m uch time driving. I would spend hundreds of kilometres  driving, even while 
I was pregnant, which, according to the doctors, most likely affected my back and legs 
and left me with chronic pain. I also have a heart condition which is not diagnosed 
clearly. After the divorce I have worked for a while with my sis ter and then I was 
unemployed. This issue with my back and legs prevents me from standing up or sitting 
for too long and a hernia, which prevents me from lifting weights. For this reason, I had 
to quit my job in January 2020 and then right away the pandemi c started. I started to 
work temporarily as a sales assistant in the shop of a family friend. He used to be a friend 
of my ex -husband''s. I go to work daily, but do not work regular hours, depending of what 
is needed that day. He is not very committed about  paying me, so there is always the risk 
of not getting paid in one month. Now, for example, my salary is two weeks late. His 
business has been struggling since the pandemic started, sales are down. The shop sells 
mainly Turkish sweets and confectionery, so  the business depended on the fairs and 
 
 
      
 
festivals, such as the Christmas Market and others.  
I was very lucky during the pandemic to find support with my landlord. He did not ask 
for rent for three months in the first year of the pandemic. Last year he also cut down the 
price of rent in order to help me get by.  
Because of my health conditions I cannot find a proper job now, as most jobs that I am 
qualified for, in the retail sector, require standing up for long periods of time. My age is 
also an impediment in the search for jobs. Once you are passed 45 years old and have 
some health issues on the side, it becomes a lot more difficult to find a job and to be 
able to cope. I should have made more medical investigations for my back pains, but 
you know how us women are, we tend to neglect these health -related concerns  when it 
comes to ourselves.  
My husband emigrated to Sweden six years ago. We divorced eleven years ago but he 
does not pay child support or alimony. He always claims that he struggles with money. I 
chose not to take legal action because of the children. I do not want them to see thei r 
parents fight. I try to encourage them to have a good relation with their father.  
I sometimes apply for social welfare. I do not do it often; I am quite embarrassed to do 
it. I am trying to gather up the courage to reapply now, because I am much behind on 
my utilities and administration bills.  
I tried to shield my children from the pandemic''s effects. I am really proud of how they 
cope. Even at 16 and 18 respectively, they started to earn their own pocket money. My 
son has a scholarship and my daughter is saving to buy tools to become a tattoo a rtist. 
Online schooling was a struggle for them, because they had to study on their phones. 
Our laptop had broken down before the pandemic started and we could not afford a 
new one. They are very good children, but my heart sinks to see them confronted wit h 
financial worries. My daughter, for example, likes to eat fruit and vegetables and there 
are moments when I just cannot afford to buy her fresh produce. Just last evening we 
were shopping for groceries together and she wanted cauliflower, broccoli and sw eet 
potatoes. I chose a small cauliflower head and weighted it and it cost more than the 
equivalent of 3 euros. I just could not afford it.  
I dream of opening my own small business, but I cannot raise the money. I would need 
around 5000 euros.","['Domestic', 'Workplace']",3,them to see thei r parents fight
